territory,menu item,price,category,menu
Pakistan,Chilli Mayo Sauce,0.15,Condiments,Regular
Pakistan,BBQ Sauce,0.15,Condiments,Regular
Pakistan,Toasted Pita Bread,0.11,Condiments,Regular
Pakistan,McFlurry - Fudge Brownie,1.72,★What's New★,Breakfast
Pakistan,Hazelnut Latte,1.58,★What's New★,Breakfast
Pakistan,Caramel Latte,1.58,★What's New★,Breakfast
Pakistan,Chicken Sausage Muffin,1.65,Breakfast Meals,Breakfast
Pakistan,Chicken Sausage Muffin with Egg,1.8,Breakfast Meals,Breakfast
Pakistan,Egg Muffin,1.49,Breakfast Meals,Breakfast
Pakistan,Egg & Cheese Muffin,1.19,Breakfast Meals,Breakfast
Pakistan,Chicken Muffin,1.25,Breakfast Meals,Breakfast
Pakistan,Omelette Muffin,1.34,Breakfast Meals,Breakfast
Pakistan,Hot Cakes 3pc,1.8,Breakfast Meals,Breakfast
Pakistan,Hot Cakes,0.88,Breakfast Meals,Breakfast
Pakistan,Omelette N’ Tomato Wrap,1.19,Breakfast Wraps,Breakfast
Pakistan,Happy Meal Breakfast,2.03,Happy Meals,Breakfast
Pakistan,McFlurry - Fudge Brownie,1.72,Desserts,Breakfast
Pakistan,Double Chocolate Pie,1.34,Desserts,Breakfast
Pakistan,McFlurry - Oreo,1.55,Desserts,Breakfast
Pakistan,Chocolate Sundae,1.34,Desserts,Breakfast
Pakistan,Strawberry Sundae,1.34,Desserts,Breakfast
Pakistan,Apple Pie,1.34,Desserts,Breakfast
Pakistan,Any 2 Regular Shakes,1.23,Beverages,Breakfast
Pakistan,Cardamom Tea,1.03,Beverages,Breakfast
Pakistan,Regular Tea,0.91,Beverages,Breakfast
Pakistan,Green Tea,0.72,Beverages,Breakfast
Pakistan,Orange Juice,1.19,Beverages,Breakfast
Pakistan,Vanila Shake,1.34,Beverages,Breakfast
Pakistan,Chocolate Shake,1.34,Beverages,Breakfast
Pakistan,Strawberry Shake,1.34,Beverages,Breakfast
Pakistan,McFizz Strawberry,1.03,Beverages,Breakfast
Pakistan,Coke,0.72,Beverages,Breakfast
Pakistan,Sprite,0.72,Beverages,Breakfast
Pakistan,Fanta,0.72,Beverages,Breakfast
Pakistan,Coke Zero,0.72,Beverages,Breakfast
Pakistan,Bottled Water,0.14,Beverages,Breakfast
Pakistan,Hot Cakes 3pc,1.8,Sides,Breakfast
Pakistan,Chocolate Lava Cake,1.12,McCafé Bakery,Breakfast
Pakistan,Red Velvet Lave Cake,1.12,McCafé Bakery,Breakfast
Pakistan,Oreo Cheese Cake,1.8,McCafé Bakery,Breakfast
Pakistan,Caramel Cake,1.8,McCafé Bakery,Breakfast
Pakistan,Red Velvet Cheese Cake,1.8,McCafé Bakery,Breakfast
Pakistan,Chocolate Fudge Cake,1.8,McCafé Bakery,Breakfast
Pakistan,6pcs Donuts,4.72,McCafé Bakery,Breakfast
Pakistan,Boston Cream,0.94,McCafé Bakery,Breakfast
Pakistan,Chocolate Fudge,0.94,McCafé Bakery,Breakfast
Pakistan,Caramel Cream,0.94,McCafé Bakery,Breakfast
Pakistan,Vanilla Sprinkle,0.94,McCafé Bakery,Breakfast
Pakistan,Chocolate Sprinkle,0.94,McCafé Bakery,Breakfast
Pakistan,Caramel Ring,0.94,McCafé Bakery,Breakfast
Pakistan,Butter Croissant,1.34,McCafé Bakery,Breakfast
Pakistan,Double Chocolate Muffin,1.34,McCafé Bakery,Breakfast
Pakistan,Milk Chocolate Cookie,0.88,McCafé Bakery,Breakfast
Pakistan,Double Chocolate Cookie,0.88,McCafé Bakery,Breakfast
Pakistan,Babyccino,0.54,McCafé Drinks,Breakfast
Pakistan,Espresso - Single Shot,0.69,McCafé Drinks,Breakfast
Pakistan,Macchiato,0.69,McCafé Drinks,Breakfast
Pakistan,Cappuccino,1.52,McCafé Drinks,Breakfast
Pakistan,Latte,1.52,McCafé Drinks,Breakfast
Pakistan,Mochaccino,1.65,McCafé Drinks,Breakfast
Pakistan,Hazelnut Latte,1.58,McCafé Drinks,Breakfast
Pakistan,Hot Chocolate,1.65,McCafé Drinks,Breakfast
Pakistan,Caramel Latte,1.58,McCafé Drinks,Breakfast
Pakistan,Americano,1.19,McCafé Drinks,Breakfast
Pakistan,Vanilla Frappe,2.17,McCafé Drinks,Breakfast
Pakistan,Chocolate Frappe,2.17,McCafé Drinks,Breakfast
Pakistan,Chocolate Oreo Frappe,2.17,McCafé Drinks,Breakfast
Pakistan,Mocha Frappe,2.23,McCafé Drinks,Breakfast
Pakistan,Iced Latte,1.71,McCafé Drinks,Breakfast
Pakistan,Caramel Iced Latte,1.71,McCafé Drinks,Breakfast
Pakistan,Hazelnut Iced Latte,1.71,McCafé Drinks,Breakfast
Pakistan,Ice Tea Rasberry,1.55,McCafé Drinks,Breakfast
Pakistan,Ice Tea Peach,1.55,McCafé Drinks,Breakfast
Pakistan,Ice Tea Lemon,1.55,McCafé Drinks,Breakfast
Pakistan,Ice Tea Mango,1.55,McCafé Drinks,Breakfast
Sri Lanka,Crispy Chicken 02 PC,3.73,Ala Carte & Value Meals,Regular
Sri Lanka,Crispy Chicken 05 PC,9.43,Ala Carte & Value Meals,Regular
Sri Lanka,Spicy chicken footlong,2.85,Ala Carte & Value Meals,Regular
Sri Lanka,Crispy Chicken Wrap,2.57,Ala Carte & Value Meals,Regular
Sri Lanka,McSpicy Chicken Wrap,5.2,Ala Carte & Value Meals,Regular
Sri Lanka,Crispy Chicken Burger,1.77,Ala Carte & Value Meals,Regular
Sri Lanka,Chicken Junior,2.39,Ala Carte & Value Meals,Regular
Sri Lanka,Beefburger,3.21,Ala Carte & Value Meals,Regular
Sri Lanka,Cheeseburger,3.67,Ala Carte & Value Meals,Regular
Sri Lanka,Double Cheeseburger,5.75,Ala Carte & Value Meals,Regular
Sri Lanka,Big Mac,5.57,Ala Carte & Value Meals,Regular
Sri Lanka,McChicken Burger,5.2,Ala Carte & Value Meals,Regular
Sri Lanka,McSpicy Chicken Burger,3.37,Ala Carte & Value Meals,Regular
Sri Lanka,Chicken Big Mac,5.2,Ala Carte & Value Meals,Regular
Sri Lanka,Chicken McNuggets 6 PC,4.59,Ala Carte & Value Meals,Regular
Sri Lanka,Chicken McNuggets 9 PC,6.4,Ala Carte & Value Meals,Regular
Sri Lanka,McSpicy Wings 3 PC,1.74,Ala Carte & Value Meals,Regular
Sri Lanka,McSpicy Wings 6 PC,3.27,Ala Carte & Value Meals,Regular
Sri Lanka,Filet-O-Fish,4.22,Ala Carte & Value Meals,Regular
Sri Lanka,Veggie Burger,3.37,Ala Carte & Value Meals,Regular
Sri Lanka,Sausage & Egg Burger,1.77,Breakfast & Value Meals,Breakfast
Sri Lanka,Egg Burger,1.35,Breakfast & Value Meals,Breakfast
Sri Lanka,Omelette Burger,1.41,Breakfast & Value Meals,Breakfast
Sri Lanka,Hash Brown,1.04,Breakfast & Value Meals,Breakfast
Sri Lanka,Crispy Chicken Wrap,2.57,Breakfast & Value Meals,Breakfast
Sri Lanka,Crispy Chicken Burger,1.77,Breakfast & Value Meals,Breakfast
Sri Lanka,Chicken Junior,2.39,Breakfast & Value Meals,Breakfast
Sri Lanka,McSpicy Chicken Burger,3.37,Breakfast & Value Meals,Breakfast
Sri Lanka,Double Chicken Rice meal,3.83,Rice,Regular
Sri Lanka,Curry N Rice,1.71,Rice,Regular
Sri Lanka,McRice Chicken,2.97,Rice,Regular
Sri Lanka,McRice - Fish,2.97,Rice,Regular
Sri Lanka,McRice - Vegetable,2.97,Rice,Regular
Sri Lanka,Fries,1.74,Salads/Sides,Regular
Sri Lanka,Choco Chip McFlurry,3.18,Desserts,Regular
Sri Lanka,OREO McFLURRY,3.18,Desserts,Regular
Sri Lanka,Chocolate Sundae,2.23,Desserts,Regular
Sri Lanka,Strawberry Sundae,2.23,Desserts,Regular
Sri Lanka,Plain Sundae,1.96,Desserts,Regular
Sri Lanka,Chocolate flavoured milk,1.25,Beverages,Regular
Sri Lanka,Coke zero,0.95,Beverages,Regular
Sri Lanka,Coke,1.13,Beverages,Regular
Sri Lanka,Fanta,1.13,Beverages,Regular
Sri Lanka,Sprite,1.13,Beverages,Regular
Sri Lanka,Water,0.37,Beverages,Regular
Sri Lanka,Happy Crispy Burger Meal,3.06,Happy Meals,Regular
Sri Lanka,Happy Meal Rice - Chicken,3.06,Happy Meals,Regular
Sri Lanka,Happy Meal Beef,5.36,Happy Meals,Regular
Sri Lanka,Happy Meal Cheeseburger,5.66,Happy Meals,Regular
Sri Lanka,Happy Meal 4 Nugget,4.56,Happy Meals,Regular
Sri Lanka,Indulge and Cheer,8.81,Promotion & Bundle Meals,Regular
Sri Lanka,Rice Combo,4.59,Promotion & Bundle Meals,Regular
Sri Lanka,Spicy Feast,4.59,Promotion & Bundle Meals,Regular
Sri Lanka,Wrap and Wings Combo,2.91,Promotion & Bundle Meals,Regular
Sri Lanka,Share box Rice Bundles,23.62,Promotion & Bundle Meals,Regular
Sri Lanka,Share box Chicken Bundles,23.62,Promotion & Bundle Meals,Regular
Sri Lanka,Share box Beef Bundles,27.79,Promotion & Bundle Meals,Regular
Sri Lanka,Fries,1.74,Salads/Sides,Breakfast
Sri Lanka,Choco Chip McFlurry,3.18,Desserts,Breakfast
Sri Lanka,OREO McFLURRY,3.18,Desserts,Breakfast
Sri Lanka,Chocolate Sundae,2.23,Desserts,Breakfast
Sri Lanka,Strawberry Sundae,2.23,Desserts,Breakfast
Sri Lanka,Plain Sundae,1.96,Desserts,Breakfast
Sri Lanka,Chocolate flavoured milk,1.25,Beverages,Breakfast
Sri Lanka,Coke zero,0.95,Beverages,Breakfast
Sri Lanka,Coke,1.13,Beverages,Breakfast
Sri Lanka,Fanta,1.13,Beverages,Breakfast
Sri Lanka,Sprite,1.13,Beverages,Breakfast
Sri Lanka,Water,0.37,Beverages,Breakfast
Sri Lanka,Happy Crispy Burger Meal,3.06,Happy Meals,Breakfast
Vietnam,Deal BIC Craving (4 Items),3.19,Promotions,Regular
Vietnam,Deal BIC Craving (7 Items),6.5,Promotions,Regular
Vietnam,McRoyal w Cheese,4.25,Promotions,Regular
Vietnam,Double Cheeseburger,3.64,Promotions,Regular
Vietnam,Triple Cheeseburger,4.66,Promotions,Regular
Vietnam,Deal BIC Craving (4 Items),3.19,Promotions,Breakfast
Vietnam,Deal BIC Craving (7 Items),6.5,Promotions,Breakfast
Vietnam,McRoyal w Cheese,4.25,Promotions,Breakfast
Vietnam,Double Cheeseburger,3.64,Promotions,Breakfast
Vietnam,Triple Cheeseburger,4.66,Promotions,Breakfast
Vietnam,Combo for 2 – A,5.76,Combo,Regular
Vietnam,Combo for 2 – B,7.72,Combo,Regular
Vietnam,Combo for 2 – C,8.13,Combo,Regular
Vietnam,Combo for 3 – A,11.81,Combo,Regular
Vietnam,Combo for 3 – B,12.22,Combo,Regular
Vietnam,Cheeseburger Happy Meal,3.23,Happy Meals,Regular
Vietnam,Fried Chicken Happy Meal,3.23,Happy Meals,Regular
Vietnam,4pcs Chicken McNuggets Happy Meal,3.23,Happy Meals,Regular
Vietnam,Chicken Burger Happy Meal,3.23,Happy Meals,Regular
Vietnam,Sausage Burger Happy Meal,3.23,Happy Meals,Regular
Vietnam,2 pcs Fried Chicken EVM,4.05,Tuesday - Chicken Day,Regular
Vietnam,Cheeseburger Deluxe,3.23,Thursday – Buy 1 Get 1 Burger,Regular
Vietnam,Double Cheeseburger,3.64,Thursday – Buy 1 Get 1 Burger,Regular
Vietnam,Big Mac,4.25,Thursday – Buy 1 Get 1 Burger,Regular
Vietnam,McRoyal w Cheese,4.25,Thursday – Buy 1 Get 1 Burger,Regular
Vietnam,McRoyal Deluxe,4.66,Thursday – Buy 1 Get 1 Burger,Regular
Vietnam,McChicken,3.64,Thursday – Buy 1 Get 1 Burger,Regular
Vietnam,McSpicy Deluxe,4.66,Thursday – Buy 1 Get 1 Burger,Regular
Vietnam,McChicken Deluxe,4.05,Thursday – Buy 1 Get 1 Burger,Regular
Vietnam,Filet - O - Fish,3.23,Thursday – Buy 1 Get 1 Burger,Regular
Vietnam,Double McChicken,5.15,Thursday – Buy 1 Get 1 Burger,Regular
Vietnam,Double McRoyal w Cheese,5.56,Thursday – Buy 1 Get 1 Burger,Regular
Vietnam,Double Filet O Fish,4.25,Thursday – Buy 1 Get 1 Burger,Regular
Vietnam,Triple Cheeseburger,3.76,Secret Menu,Regular
Vietnam,Double McChicken,4.13,Secret Menu,Regular
Vietnam,Double McRoyal w Cheese,4.74,Secret Menu,Regular
Vietnam,Double Filet O Fish,3.47,Secret Menu,Regular
Vietnam,1 pc Fried Chicken,1.59,Fried Chicken,Regular
Vietnam,1 pc Fried Chicken EVM,2.98,Fried Chicken,Regular
Vietnam,2 pcs Fried Chicken EVM,4.05,Fried Chicken,Regular
Vietnam,3 pcs Fried Chicken,4.45,Fried Chicken,Regular
Vietnam,5 pcs Fried Chicken,7.32,Fried Chicken,Regular
Vietnam,9 pcs Fried Chicken,12.22,Fried Chicken,Regular
Vietnam,6pcs Chicken McNuggets,2.41,Fried Chicken,Regular
Vietnam,3pcs Chicken McWings,3.07,Fried Chicken,Regular
Vietnam,9pcs Chicken McNuggets,3.23,Fried Chicken,Regular
Vietnam,6pcs Chicken McWings,5.52,Fried Chicken,Regular
Vietnam,20pcs Chicken McNuggets ,5.27,Fried Chicken,Regular
Vietnam,10pcs Chicken McWings ,7.81,Fried Chicken,Regular
Vietnam,Cheeseburger Deluxe,2.41,Beef Burger,Regular
Vietnam,Big Mac,3.23,Beef Burger,Regular
Vietnam,Double Cheeseburger,2.82,Beef Burger,Regular
Vietnam,McRoyal Deluxe,3.76,Beef Burger,Regular
Vietnam,McRoyal w Cheese,3.35,Beef Burger,Regular
Vietnam,Cheeseburger,2,Beef Burger,Regular
Vietnam,Hamburger,1.59,Beef Burger,Regular
Vietnam,McSpicy Deluxe,3.76,Chicken & Fish Burger,Regular
Vietnam,Filet O Fish,2.41,Chicken & Fish Burger,Regular
Vietnam,McChicken Deluxe,3.23,Chicken & Fish Burger,Regular
Vietnam,McChicken,2.82,Chicken & Fish Burger,Regular
Vietnam,Chicken Burger,1.59,Chicken & Fish Burger,Regular
Vietnam,Garlic Fish Sauce Fried Chicken Rice,2.57,Rice,Regular
Vietnam,2pc Garlic Fish Sauce Fried Chicken Rice,3.64,Rice,Regular
Vietnam,2pc Fried Chicken Rice,3.23,Rice,Regular
Vietnam,1pc Fried Chicken Rice,2.17,Rice,Regular
Vietnam,Shake Shake Salad,1.59,Snacks/Sides,Regular
Vietnam,World Famous Fries ,0.94,Snacks/Sides,Regular
Vietnam,Sweet Corn,0.78,Snacks/Sides,Regular
Vietnam,6pcs Chicken McNuggets,2.41,Snacks/Sides,Regular
Vietnam,Cheeseburger,2,Snacks/Sides,Regular
Vietnam,Hamburger,1.59,Snacks/Sides,Regular
Vietnam,Chicken Burger,1.59,Snacks/Sides,Regular
Vietnam,Sausage Burger,1.59,Snacks/Sides,Regular
Vietnam,Tall Iced Bac Siu,1.59,Beverages,Regular
Vietnam,Salted Calamansi Apricot Tall,1.84,Beverages,Regular
Vietnam,Coca-Cola,0.86,Beverages,Regular
Vietnam,Dasani water,1.06,Beverages,Regular
Vietnam,Sprite,0.86,Beverages,Regular
Vietnam,Fanta,0.86,Beverages,Regular
Vietnam,Milo,1.06,Beverages,Regular
Vietnam,Peach Tea,2.41,Beverages,Regular
Vietnam,Milk Cream Tea,2.41,Beverages,Regular
Vietnam,Lychee Black Tea,2.41,Beverages,Regular
Vietnam,Matcha Frappe,3.64,Beverages,Regular
Vietnam,Hot Matcha Latte,2.66,Beverages,Regular
Vietnam,Hot Chocolate,2.41,Beverages,Regular
Vietnam,Iced Latte,2.66,Beverages,Regular
Vietnam,Hot Latte,2.41,Beverages,Regular
Vietnam,Cappuccino,2.41,Beverages,Regular
Vietnam,Mocha,2.82,Beverages,Regular
Vietnam,Mocha Frappe,3.23,Beverages,Regular
Vietnam,Americano,2,Beverages,Regular
Vietnam,Iced Americano,2,Beverages,Regular
Vietnam,Caramel Frappe,3.23,Beverages,Regular
Vietnam,Iced Vietnamese White Coffee,1.59,Beverages,Regular
Vietnam,Iced Vietnamese Black,1.59,Beverages,Regular
Vietnam,Salted Calamansi Apricot Tall,1.84,McCAFÉ,Regular
Vietnam,Hot Latte,2.41,McCAFÉ,Regular
Vietnam,Iced Latte,2.66,McCAFÉ,Regular
Vietnam,Iced Americano,2,McCAFÉ,Regular
Vietnam,Iced Vietnamese Black,1.59,McCAFÉ,Regular
Vietnam,Iced Vietnamese White Coffee,1.59,McCAFÉ,Regular
Vietnam,Tall Iced Bac Siu,1.59,McCAFÉ,Regular
Vietnam,Yogurt Strawberry,2.66,McCAFÉ,Regular
Vietnam,Kiwi Yogurt,2.66,McCAFÉ,Regular
Vietnam,Iced Mocha,2.82,McCAFÉ,Regular
Vietnam,Lychee Black Tea,2.41,McCAFÉ,Regular
Vietnam,Milk Cream Tea,2.41,McCAFÉ,Regular
Vietnam,Peach Tea,2.41,McCAFÉ,Regular
Vietnam,Matcha Frappe,3.64,McCAFÉ,Regular
Vietnam,Hot Matcha Latte,2.66,McCAFÉ,Regular
Vietnam,Hot Chocolate,2.41,McCAFÉ,Regular
Vietnam,Cappuccino,2.41,McCAFÉ,Regular
Vietnam,Mocha,2.82,McCAFÉ,Regular
Vietnam,Mocha Frappe,3.23,McCAFÉ,Regular
Vietnam,Americano,2,McCAFÉ,Regular
Vietnam,Caramel Frappe,3.23,McCAFÉ,Regular
Vietnam,Butter Croissant,1.43,Dessert,Regular
Vietnam,Matcha Oreo McFlurry,1.92,Dessert,Regular
Vietnam,Oreo McFlurry,1.84,Dessert,Regular
Vietnam,Sundae Hot Fudge,1.43,Dessert,Regular
Vietnam,Sundae Strawberry,1.43,Dessert,Regular
Vietnam,Tiramisu,2.25,Dessert,Regular
Vietnam,Baked CheeseCake,1.51,Dessert,Regular
Vietnam,Blueberry Cheese Cake,1.51,Dessert,Regular
Vietnam,Banana Muffin,1.43,Dessert,Regular
Vietnam,Choco Brownie,1.43,Dessert,Regular
Vietnam,Chocolate Chip Cookie,1.19,Dessert,Regular
Vietnam,Coconut Macaroons 2Pc,1.02,Dessert,Regular
Vietnam,Coconut Macaroon,0.61,Dessert,Regular
Vietnam,2 packs of ketchup,0.16,Condiment,Regular
Vietnam,2 Packs of Sweet Chili,0.16,Condiment,Regular
Vietnam,2 packs of mayonnaise,0.16,Condiment,Regular
Vietnam,2 packs of spicy garlic chili sauce,0.16,Condiment,Regular
Vietnam,Combo for 2 – A,5.76,Combo,Breakfast
Vietnam,Combo for 2 – B,7.72,Combo,Breakfast
Vietnam,Combo for 2 – C,8.13,Combo,Breakfast
Vietnam,Combo for 3 – A,11.81,Combo,Breakfast
Vietnam,Combo for 3 – B,12.22,Combo,Breakfast
Vietnam,Cheeseburger Happy Meal,3.23,Happy Meals,Breakfast
Vietnam,Fried Chicken Happy Meal,3.23,Happy Meals,Breakfast
Vietnam,4pcs Chicken McNuggets Happy Meal,3.23,Happy Meals,Breakfast
Vietnam,Chicken Burger Happy Meal,3.23,Happy Meals,Breakfast
Vietnam,Sausage Burger Happy Meal,3.23,Happy Meals,Breakfast
Vietnam,Shake Shake Salad,1.59,Main menu,Breakfast
Vietnam,Tall Iced Bac Siu,1.59,Beverages,Breakfast
Vietnam,Salted Calamansi Apricot Tall,1.84,Beverages,Breakfast
Vietnam,Coca-Cola,0.86,Beverages,Breakfast
Vietnam,Dasani water,1.06,Beverages,Breakfast
Vietnam,Sprite,0.86,Beverages,Breakfast
Vietnam,Fanta,0.86,Beverages,Breakfast
Vietnam,Milo,1.06,Beverages,Breakfast
Vietnam,Peach Tea,2.41,Beverages,Breakfast
Vietnam,Milk Cream Tea,2.41,Beverages,Breakfast
Vietnam,Lychee Black Tea,2.41,Beverages,Breakfast
Vietnam,Matcha Frappe,3.64,Beverages,Breakfast
Vietnam,Hot Matcha Latte,2.66,Beverages,Breakfast
Vietnam,Hot Chocolate,2.41,Beverages,Breakfast
Vietnam,Iced Latte,2.66,Beverages,Breakfast
Vietnam,Hot Latte,2.41,Beverages,Breakfast
Vietnam,Cappuccino,2.41,Beverages,Breakfast
Vietnam,Mocha,2.82,Beverages,Breakfast
Vietnam,Mocha Frappe,3.23,Beverages,Breakfast
Vietnam,Americano,2,Beverages,Breakfast
Vietnam,Iced Americano,2,Beverages,Breakfast
Vietnam,Caramel Frappe,3.23,Beverages,Breakfast
Vietnam,Iced Vietnamese White Coffee,1.59,Beverages,Breakfast
Vietnam,Iced Vietnamese Black,1.59,Beverages,Breakfast
Vietnam,Salted Calamansi Apricot Tall,1.84,McCAFÉ,Breakfast
Vietnam,Hot Latte,2.41,McCAFÉ,Breakfast
Vietnam,Iced Latte,2.66,McCAFÉ,Breakfast
Vietnam,Iced Americano,2,McCAFÉ,Breakfast
Vietnam,Iced Vietnamese Black,1.59,McCAFÉ,Breakfast
Vietnam,Iced Vietnamese White Coffee,1.59,McCAFÉ,Breakfast
Vietnam,Tall Iced Bac Siu,1.59,McCAFÉ,Breakfast
Vietnam,Yogurt Strawberry,2.66,McCAFÉ,Breakfast
Vietnam,Kiwi Yogurt,2.66,McCAFÉ,Breakfast
Vietnam,Iced Mocha,2.82,McCAFÉ,Breakfast
Vietnam,Lychee Black Tea,2.41,McCAFÉ,Breakfast
Vietnam,Milk Cream Tea,2.41,McCAFÉ,Breakfast
Vietnam,Peach Tea,2.41,McCAFÉ,Breakfast
Vietnam,Matcha Frappe,3.64,McCAFÉ,Breakfast
Vietnam,Hot Matcha Latte,2.66,McCAFÉ,Breakfast
Vietnam,Hot Chocolate,2.41,McCAFÉ,Breakfast
Vietnam,Cappuccino,2.41,McCAFÉ,Breakfast
Vietnam,Mocha,2.82,McCAFÉ,Breakfast
Vietnam,Mocha Frappe,3.23,McCAFÉ,Breakfast
Vietnam,Americano,2,McCAFÉ,Breakfast
Vietnam,Caramel Frappe,3.23,McCAFÉ,Breakfast
Vietnam,Butter Croissant,1.43,Dessert,Breakfast
Vietnam,Matcha Oreo McFlurry,1.92,Dessert,Breakfast
Vietnam,Oreo McFlurry,1.84,Dessert,Breakfast
Vietnam,Sundae Hot Fudge,1.43,Dessert,Breakfast
Vietnam,Sundae Strawberry,1.43,Dessert,Breakfast
Vietnam,Tiramisu,2.25,Dessert,Breakfast
Vietnam,Baked CheeseCake,1.51,Dessert,Breakfast
Vietnam,Blueberry Cheese Cake,1.51,Dessert,Breakfast
Vietnam,Banana Muffin,1.43,Dessert,Breakfast
Vietnam,Choco Brownie,1.43,Dessert,Breakfast
Vietnam,Chocolate Chip Cookie,1.19,Dessert,Breakfast
Vietnam,Coconut Macaroons 2Pc,1.02,Dessert,Breakfast
Vietnam,Coconut Macaroon,0.61,Dessert,Breakfast
Vietnam,2 packs of ketchup,0.16,Condiment,Breakfast
Vietnam,2 Packs of Sweet Chili,0.16,Condiment,Breakfast
Vietnam,2 packs of mayonnaise,0.16,Condiment,Breakfast
Vietnam,2 packs of spicy garlic chili sauce,0.16,Condiment,Breakfast
Taiwan,10pcs Chicken McNuggets Meal,5.68,Promotion,Regular
Taiwan,6pcs Chicken McNuggets Meal,4.44,Promotion,Regular
Taiwan,Peru Single Origin,2.31,Promotion,Regular
Taiwan,Peru Single Origin Latte,2.93,Promotion,Regular
Taiwan,Iced Peru Single Origin,2.31,Promotion,Regular
Taiwan,Iced Peru Single Origin Latte,2.93,Promotion,Regular
Taiwan,30 Pcs Chicken McNuggets Happy Sharing Meal,11.07,Promotion,Regular
Taiwan,20 Pcs Chicken McNuggets Happy Sharing Meal,8.3,Promotion,Regular
Taiwan,Late Night Meal - 2 Pc McCrispy & 10 Pc Chicken McNuggets,8.88,Promotion,Regular
Taiwan,Late Night Meal - 1 Pc McCrispy & 6 Pc Chicken McNuggets,5.8,Promotion,Regular
Taiwan,Late Night Meal - 12 Pc Chicken McNuggets,5.8,Promotion,Regular
Taiwan,2 Burger Combo Meal,9.84,Promotion,Regular
Taiwan,Breakfast  2 Burger Combo Meal,6.45,Promotion,Breakfast
Taiwan,Peru Single Origin,2.31,Promotion,Breakfast
Taiwan,Peru Single Origin Latte,2.93,Promotion,Breakfast
Taiwan,Iced Peru Single Origin,2.31,Promotion,Breakfast
Taiwan,Iced Peru Single Origin Latte,2.93,Promotion,Breakfast
Taiwan,McCrispy &  McNuggets Happy Sharing Meal,16.94,Happy Sharing Meal,Regular
Taiwan,McCrispy(O) Happy Sharing Meal,14.47,Happy Sharing Meal,Regular
Taiwan,30 Pcs Chicken McNuggets Happy Sharing Meal,11.07,Happy Sharing Meal,Regular
Taiwan,Tender Chicken Wing Sharing Meal,9.84,Happy Sharing Meal,Regular
Taiwan,Spicy Chicken Wing Sharing Meal,9.84,Happy Sharing Meal,Regular
Taiwan,20 Pcs Chicken McNuggets Happy Sharing Meal,8.3,Happy Sharing Meal,Regular
Taiwan,BLT Angus Beef Burger,3.52,Signature,Regular
Taiwan,BLT Spicy Chicken Burger,3.52,Signature,Regular
Taiwan,BLT Grilled Chicken Burger,3.52,Signature,Regular
Taiwan,Mushroom Angus Beef Burger,3.83,Signature,Regular
Taiwan,Caesar Salad w/Spicy Chicken Filet,3.21,Signature,Regular
Taiwan,Italian Grilled Chicken Salad,3.21,Signature,Regular
Taiwan,Late Night Meal - 2 Pc McCrispy & 10 Pc Chicken McNuggets,8.88,late night item (22:00-03:00),Regular
Taiwan,Late Night Meal - 1 Pc McCrispy & 6 Pc Chicken McNuggets,5.8,late night item (22:00-03:00),Regular
Taiwan,Late Night Meal - 12 Pc Chicken McNuggets,5.8,late night item (22:00-03:00),Regular
Taiwan,10pcs Chicken McNuggets,3.21,Ala Carte & Value Meals,Regular
Taiwan,6pcs Chicken McNuggets,1.97,Ala Carte & Value Meals,Regular
Taiwan,Double McChicken Burger,2.44,Ala Carte & Value Meals,Regular
Taiwan,Big Mac,2.47,Ala Carte & Value Meals,Regular
Taiwan,Double Cheese Burger,2.16,Ala Carte & Value Meals,Regular
Taiwan,McCrispy-Chicken Leg/Thigh,1.85,Ala Carte & Value Meals,Regular
Taiwan,Grilled BBQ Chicken Burger,2.47,Ala Carte & Value Meals,Regular
Taiwan,Spicy Chicken Filet,2.47,Ala Carte & Value Meals,Regular
Taiwan,McChicken,1.51,Ala Carte & Value Meals,Regular
Taiwan,Filet-O-Fish,1.85,Ala Carte & Value Meals,Regular
Taiwan,Peru Single Origin,2.31,McCafé,Regular
Taiwan,Peru Single Origin Latte,2.93,McCafé,Regular
Taiwan,Iced Peru Single Origin,2.31,McCafé,Regular
Taiwan,Iced Peru Single Origin Latte,2.93,McCafé,Regular
Taiwan,Iced Honey Milk Tea,2.01,McCafé,Regular
Taiwan,Honey Iced Tea,1.7,McCafé,Regular
Taiwan,Hot Honey Milk Tea,2.01,McCafé,Regular
Taiwan,Iced Latte (No sugar),2.31,McCafé,Regular
Taiwan,Iced Americano (No sugar),2.01,McCafé,Regular
Taiwan,Hot Latte,2.31,McCafé,Regular
Taiwan,Americano,2.01,McCafé,Regular
Taiwan,Iced Assam Latte,2.31,McCafé,Regular
Taiwan,Assam Latte,2.31,McCafé,Regular
Taiwan,Hot Chocolate,2.16,McCafé,Regular
Taiwan,Evian Water,1.48,McCafé,Regular
Taiwan,Sugar-free Iced Black Tea (M),1.17,Beverage,Regular
Taiwan,Sugar-free Iced Green Tea (M),1.17,Beverage,Regular
Taiwan,Coca-Cola(M),1.17,Beverage,Regular
Taiwan,Iced Tea,1.17,Beverage,Regular
Taiwan,Sprite(M),1.17,Beverage,Regular
Taiwan,Zero Coke(M),1.17,Beverage,Regular
Taiwan,Taiwan Fresh Orange Juice,1.85,Beverage,Regular
Taiwan,Hot Milk Tea (M),1.48,Beverage,Regular
