territory,menu item,price,category,menu
Australia,Hash Brown,2.15,Most Popular,Breakfast Menu
Australia,Mighty McMuffin,5.34,Most Popular,Breakfast Menu
Australia,Bacon & Egg McMuffin,4.01,Most Popular,Breakfast Menu
Australia,Sausage & Egg McMuffin,4.27,Most Popular,Breakfast Menu
Australia,Brekkie Bundle,18.93,Most Popular,Breakfast Menu
Australia,Hotcakes with Butter & Syrup,4.74,Most Popular,Breakfast Menu
Australia,Monopoly Hotcakes Bundle,8.56,Monopoly Bundles,Breakfast Menu
Australia,Monopoly 20pc McNugget Bundle,18.26,Monopoly Bundles,Breakfast Menu
Australia,Monopoly 10pc Chicken McNuggets Bundle,14.41,Monopoly Bundles,Breakfast Menu
Australia,Hash Brown,2.15,Monopoly Bundles,Breakfast Menu
Australia,Large Fries,2.94,Monopoly Bundles,Breakfast Menu
Australia,Big Mac,5.18,All Day Menu,Breakfast Menu
Australia,Cheeseburger,3.1,All Day Menu,Breakfast Menu
Australia,Double Cheeseburger,4.04,All Day Menu,Breakfast Menu
Australia,Small Fries,2.27,All Day Menu,Breakfast Menu
Australia,Chicken McNuggets - 3pc,3.41,All Day Menu,Breakfast Menu
Australia,Chicken McNuggets - 6pc,5.31,All Day Menu,Breakfast Menu
Australia,Chicken McNuggets - 20pc,9.89,All Day Menu,Breakfast Menu
Australia,Chicken McNuggets - 40pc,18.61,All Day Menu,Breakfast Menu
Australia,Mighty McMuffin,5.34,McMuffins,Breakfast Menu
Australia,Double Bacon & Egg McMuffin,4.68,McMuffins,Breakfast Menu
Australia,Bacon & Egg McMuffin,4.01,McMuffins,Breakfast Menu
Australia,Double Sausage & Egg McMuffin,4.99,McMuffins,Breakfast Menu
Australia,Sausage & Egg McMuffin,4.27,McMuffins,Breakfast Menu
Australia,Sausage McMuffin,3.79,McMuffins,Breakfast Menu
Australia,Double Sausage McMuffin,4.74,McMuffins,Breakfast Menu
Australia,Big Brekkie Burger,6.19,McMuffins,Breakfast Menu
Australia,Brekkie Bundle,18.93,McMuffins,Breakfast Menu
Australia,Small Chocolate Shake,3.57,Shakes & Frappes,Breakfast Menu
Australia,Small Strawberry Shake,3.57,Shakes & Frappes,Breakfast Menu
Australia,Small Vanilla Shake,3.57,Shakes & Frappes,Breakfast Menu
Australia,Medium Chocolate Frappé,4.08,Shakes & Frappes,Breakfast Menu
Australia,Medium Coffee Frappé,4.08,Shakes & Frappes,Breakfast Menu
Australia,Medium Salted Caramel Frappé,4.08,Shakes & Frappes,Breakfast Menu
Australia,Small Coke®,2.72,Soft Drinks,Breakfast Menu
Australia,Small Sprite® Zero Sugar,2.72,Soft Drinks,Breakfast Menu
Australia,Small Fanta®,2.72,Soft Drinks,Breakfast Menu
Australia,Small Coke® Zero Sugar,2.72,Soft Drinks,Breakfast Menu
Australia,Small Vanilla Coke®,2.72,Soft Drinks,Breakfast Menu
Australia,Small Sparkling Water,2.72,Soft Drinks,Breakfast Menu
Australia,Small Frozen Coke®,2.72,Soft Drinks,Breakfast Menu
Australia,Small Frozen Fanta® Flavours,2.72,Soft Drinks,Breakfast Menu
Australia,Apple Crumble Muffin,3.16,Desserts,Breakfast Menu
Australia,Double Choc Muffin,3.16,Desserts,Breakfast Menu
Australia,Raspberry & Custard Pie,2.4,Desserts,Breakfast Menu
Australia,Hot Apple Pie,2.4,Desserts,Breakfast Menu
Australia,MILO® McFlurry,4.3,Desserts,Breakfast Menu
Australia,Raspberry & Custard Pie McFlurry,4.3,Desserts,Breakfast Menu
Australia,Apple Slices,2.34,Desserts,Breakfast Menu
Australia,McDonaldland Cookies,1.2,Desserts,Breakfast Menu
Australia,Hot Fudge Sundae,3.29,Desserts,Breakfast Menu
Australia,Caramel Sundae,3.29,Desserts,Breakfast Menu
Australia,Strawberry Sundae,3.29,Desserts,Breakfast Menu
Australia,M&M'S® MINIS McFlurry,4.3,Desserts,Breakfast Menu
Australia,OREO® McFlurry,4.3,Desserts,Breakfast Menu
Australia,Apple Crumble Muffin,3.16,More Brekkie Favourites,Breakfast Menu
Australia,Hash Brown,2.15,More Brekkie Favourites,Breakfast Menu
Australia,Double Choc Muffin,3.16,More Brekkie Favourites,Breakfast Menu
Australia,Big Brekkie Burger,6.19,More Brekkie Favourites,Breakfast Menu
Australia,Hotcakes with Butter & Syrup,4.74,More Brekkie Favourites,Breakfast Menu
Australia,Apple Slices,2.34,More Brekkie Favourites,Breakfast Menu
Australia,Yoplait Miam Strawberry Yoghurt,2.4,More Brekkie Favourites,Breakfast Menu
Australia,Truffle Flavoured Mayo,0.47,Breakfast Condiments,Breakfast Menu
Australia,Spicy Buffalo Sauce,0.47,Breakfast Condiments,Breakfast Menu
Australia,Outback BBQ Sauce,0.47,Breakfast Condiments,Breakfast Menu
Australia,Wasabi Flavoured Mayo,0.47,Breakfast Condiments,Breakfast Menu
Australia,Hot Cake Syrup,0.7,Breakfast Condiments,Breakfast Menu
Australia,Tomato Chilli Jam,0.47,Breakfast Condiments,Breakfast Menu
Australia,Sweet 'n Sour Sauce,0.47,Breakfast Condiments,Breakfast Menu
Australia,Barbecue Sauce,0.47,Breakfast Condiments,Breakfast Menu
Australia,McChicken Sauce,0.47,Breakfast Condiments,Breakfast Menu
Australia,Mustard Sauce,0.47,Breakfast Condiments,Breakfast Menu
Australia,Ketchup,0.19,Breakfast Condiments,Breakfast Menu
Australia,Small Birthday Cake Flavoured Iced Latte,4.99,McCafe Drinks,Breakfast Menu
Australia,Small Birthday Cake Flavoured Latte,3.57,McCafe Drinks,Breakfast Menu
Australia,Small Iced Latté McCafé,3.48,McCafe Drinks,Breakfast Menu
Australia,Small Cappuccino McCafe,3.25,McCafe Drinks,Breakfast Menu
Australia,Small Flat White McCafe,3.25,McCafe Drinks,Breakfast Menu
Australia,Small Long Black McCafe,3.25,McCafe Drinks,Breakfast Menu
Australia,Small Hot Chocolate McCafé,3.1,McCafe Drinks,Breakfast Menu
Australia,Small Latté McCafe,3.25,McCafe Drinks,Breakfast Menu
Australia,Small Mocha McCafe,3.35,McCafe Drinks,Breakfast Menu
Australia,Espresso McCafé,2.59,McCafe Drinks,Breakfast Menu
Australia,Macchiato McCafé,2.59,McCafe Drinks,Breakfast Menu
Australia,Piccolo Latte,2.59,McCafe Drinks,Breakfast Menu
Australia,Small Chai Latte McCafé,3.22,McCafe Drinks,Breakfast Menu
Australia,Small McCafé Deluxe Iced Coffee,4.8,McCafe Drinks,Breakfast Menu
Australia,Small Iced Mocha McCafé,3.48,McCafe Drinks,Breakfast Menu
Australia,Small Iced Chocolate McCafé,3.63,McCafe Drinks,Breakfast Menu
Australia,Small Iced Chai Latte McCafé,3.25,McCafe Drinks,Breakfast Menu
Australia,Small Iced Long Black - McCafé,3.32,McCafe Drinks,Breakfast Menu
Australia,Zoetic Green Tea,2.69,McCafe Drinks,Breakfast Menu
Australia,Zoetic English Breakfast Tea,2.69,McCafe Drinks,Breakfast Menu
Australia,Zoetic Peppermint Tea,2.69,McCafe Drinks,Breakfast Menu
Australia,Small Flavoured Iced Latte McCafé,4.04,McCafe Drinks,Breakfast Menu
Australia,Small Orange Juice,3.22,Juice & Bottled Drinks,Breakfast Menu
Australia,Small Orange Fruit Drink,3.22,Juice & Bottled Drinks,Breakfast Menu
Australia,Apple Juice 250mL,3,Juice & Bottled Drinks,Breakfast Menu
Australia,Bottled Water 250mL,2.75,Juice & Bottled Drinks,Breakfast Menu
Australia,CalciYum™ Chocolate Flavoured Milk,3.25,Juice & Bottled Drinks,Breakfast Menu
Australia,Bottled Water 600mL,3.25,Juice & Bottled Drinks,Breakfast Menu
Australia,Bottled Water 600mL,3.25,RMHC Support,Breakfast Menu
Australia,Monopoly Iconic Bundle,13.4,Monopoly Bundles,Overnight Menu
Australia,Monopoly 10pc Chicken McNuggets Bundle,14.41,Monopoly Bundles,Overnight Menu
Australia,Monopoly 20pc McNugget Bundle,18.26,Monopoly Bundles,Overnight Menu
Australia,Hash Brown,2.15,Monopoly Bundles,Overnight Menu
Australia,Chicken McNuggets - 20pc,9.89,Monopoly Bundles,Overnight Menu
Australia,Chicken McNuggets - 10pc,6.57,Monopoly Bundles,Overnight Menu
Australia,Large Fries,2.94,Monopoly Bundles,Overnight Menu
Australia,Mozzarella Sticks,2.69,Family & Sharing,Overnight Menu
Australia,Meal For 2,18.93,Family & Sharing,Overnight Menu
Australia,McValue Box,19.56,Family & Sharing,Overnight Menu
Australia,McFavourites Box,30.3,Family & Sharing,Overnight Menu
Australia,McFamily Box,36.62,Family & Sharing,Overnight Menu
Australia,Chicken McNuggets - 20pc,9.89,Family & Sharing,Overnight Menu
Australia,Chicken McNuggets - 10pc,6.57,Family & Sharing,Overnight Menu
Australia,Chicken McNuggets - 40pc,18.61,Family & Sharing,Overnight Menu
Australia,Big Mac,5.18,Beef,Overnight Menu
Australia,Double Big Mac,6.41,Beef,Overnight Menu
Australia,Double Cheeseburger,4.04,Beef,Overnight Menu
Australia,Triple Cheeseburger,5.88,Beef,Overnight Menu
Australia,Quarter Pounder,5.15,Beef,Overnight Menu
Australia,Cheeseburger,3.1,Beef,Overnight Menu
Australia,Double Quarter Pounder,6.76,Beef,Overnight Menu
Australia,Hamburger,2.72,Beef,Overnight Menu
Australia,McCrispy,5.78,Chicken & Fish,Overnight Menu
Australia,McCrispy Deluxe,6.48,Chicken & Fish,Overnight Menu
Australia,McSpicy Burger,7.08,Chicken & Fish,Overnight Menu
Australia,McChicken,5.18,Chicken & Fish,Overnight Menu
Australia,Double McChicken,6.92,Chicken & Fish,Overnight Menu
Australia,Double Filet-O-Fish,5.94,Chicken & Fish,Overnight Menu
Australia,Filet-O-Fish,4.52,Chicken & Fish,Overnight Menu
Australia,Chicken 'n' Cheese,3.85,Chicken & Fish,Overnight Menu
Australia,Chicken McNuggets - 20pc,9.89,Chicken & Fish,Overnight Menu
Australia,Chicken McNuggets - 10pc,6.57,Chicken & Fish,Overnight Menu
Australia,Chicken McNuggets - 6pc,5.31,Chicken & Fish,Overnight Menu
Australia,Chicken McNuggets - 3pc,3.41,Chicken & Fish,Overnight Menu
Australia,Chicken McNuggets - 40pc,18.61,Chicken & Fish,Overnight Menu
Australia,McChicken Burger,5.18,Chicken & Fish,Overnight Menu
Australia,Chicken McNuggets - 20pc,9.89,Chicken McNuggets,Overnight Menu
Australia,Chicken McNuggets - 10pc,6.57,Chicken McNuggets,Overnight Menu
Australia,Chicken McNuggets - 6pc,5.31,Chicken McNuggets,Overnight Menu
Australia,Chicken McNuggets - 3pc,3.41,Chicken McNuggets,Overnight Menu
Australia,Chicken McNuggets - 40pc,18.61,Chicken McNuggets,Overnight Menu
Australia,Mozzarella Sticks,2.69,Snacks & Fries,Overnight Menu
Australia,Hash Brown,2.15,Snacks & Fries,Overnight Menu
Australia,Large Fries,2.94,Snacks & Fries,Overnight Menu
Australia,Cheeseburger,3.1,Snacks & Fries,Overnight Menu
Australia,Raspberry & Custard Pie,2.4,Snacks & Fries,Overnight Menu
Australia,Hamburger,2.72,Snacks & Fries,Overnight Menu
Australia,Hot Apple Pie,2.4,Snacks & Fries,Overnight Menu
Australia,Apple Slices,2.34,Snacks & Fries,Overnight Menu
Australia,Chicken McNuggets - 6pc,5.31,Snacks & Fries,Overnight Menu
Australia,Chicken McNuggets - 3pc,3.41,Snacks & Fries,Overnight Menu
Australia,Grape Tomatoes,2.12,Snacks & Fries,Overnight Menu
Australia,Yoplait Miam Strawberry Yoghurt,2.4,Snacks & Fries,Overnight Menu
Australia,McDonaldland Cookies,1.2,Snacks & Fries,Overnight Menu
Australia,Quarter Pounder Burger,5.15,Snacks & Fries,Overnight Menu
Australia,McChicken Burger,5.18,Snacks & Fries,Overnight Menu
Australia,Small Birthday Cake Flavoured Iced Latte,4.99,McCafe Drinks,Overnight Menu
Australia,Small Birthday Cake Flavoured Latte,3.57,McCafe Drinks,Overnight Menu
Australia,Small Cappuccino McCafe,3.25,McCafe Drinks,Overnight Menu
Australia,Small Flat White McCafe,3.25,McCafe Drinks,Overnight Menu
Australia,Small Latté McCafe,3.25,McCafe Drinks,Overnight Menu
Australia,Small Long Black McCafe,3.25,McCafe Drinks,Overnight Menu
Australia,Small Chai Latte McCafé,3.22,McCafe Drinks,Overnight Menu
Australia,Small Hot Chocolate McCafé,3.1,McCafe Drinks,Overnight Menu
Australia,Small Mocha McCafe,3.35,McCafe Drinks,Overnight Menu
Australia,Espresso McCafé,2.59,McCafe Drinks,Overnight Menu
Australia,Macchiato McCafé,2.59,McCafe Drinks,Overnight Menu
Australia,Piccolo Latte,2.59,McCafe Drinks,Overnight Menu
Australia,Small McCafé Deluxe Iced Coffee,4.8,McCafe Drinks,Overnight Menu
Australia,Small Iced Chocolate McCafé,3.63,McCafe Drinks,Overnight Menu
Australia,Small Iced Chai Latte McCafé,3.25,McCafe Drinks,Overnight Menu
Australia,Small Iced Mocha McCafé,3.48,McCafe Drinks,Overnight Menu
Australia,Small Iced Latté McCafé,3.48,McCafe Drinks,Overnight Menu
Australia,Small Iced Long Black - McCafé,3.32,McCafe Drinks,Overnight Menu
Australia,Zoetic Earl Grey Tea,2.69,McCafe Drinks,Overnight Menu
Australia,Zoetic Green Tea,2.69,McCafe Drinks,Overnight Menu
Australia,Zoetic English Breakfast Tea,2.69,McCafe Drinks,Overnight Menu
Australia,Zoetic Peppermint Tea,2.69,McCafe Drinks,Overnight Menu
Australia,Small Flavoured Iced Latte McCafé,4.04,McCafe Drinks,Overnight Menu
Australia,Chicken McNuggets 3pc Happy Meal,5.06,Happy Meals,Overnight Menu
Australia,Chicken McNuggets 6pc Happy Meal,6.86,Happy Meals,Overnight Menu
Australia,Cheeseburger Happy Meal,5.06,Happy Meals,Overnight Menu
Australia,Apple Slices,2.34,Happy Meals,Overnight Menu
Australia,Yoplait Miam Strawberry Yoghurt,2.4,Happy Meals,Overnight Menu
Australia,Grape Tomatoes,2.12,Happy Meals,Overnight Menu
Australia,MILO® McFlurry,4.3,Desserts,Overnight Menu
Australia,Raspberry & Custard Pie McFlurry,4.3,Desserts,Overnight Menu
Australia,OREO® McFlurry,4.3,Desserts,Overnight Menu
Australia,M&M'S® MINIS McFlurry,4.3,Desserts,Overnight Menu
Australia,Raspberry & Custard Pie,2.4,Desserts,Overnight Menu
Australia,Hot Apple Pie,2.4,Desserts,Overnight Menu
Australia,Double Choc Muffin,3.16,Desserts,Overnight Menu
Australia,Apple Crumble Muffin,3.16,Desserts,Overnight Menu
Australia,Strawberry Sundae,3.29,Desserts,Overnight Menu
Australia,McDonaldland Cookies,1.2,Desserts,Overnight Menu
Australia,Hot Fudge Sundae,3.29,Desserts,Overnight Menu
Australia,Caramel Sundae,3.29,Desserts,Overnight Menu
Australia,Small Coke®,2.72,Soft Drinks,Overnight Menu
Australia,Small Coke® Zero Sugar,2.72,Soft Drinks,Overnight Menu
Australia,Small Vanilla Coke®,2.72,Soft Drinks,Overnight Menu
Australia,Small Sprite® Zero Sugar,2.72,Soft Drinks,Overnight Menu
Australia,Small Fanta®,2.72,Soft Drinks,Overnight Menu
Australia,Small Sparkling Water,2.72,Soft Drinks,Overnight Menu
Australia,Small Frozen Coke®,2.72,Soft Drinks,Overnight Menu
Australia,Small Frozen Fanta® Flavours,2.72,Soft Drinks,Overnight Menu
Australia,Small Chocolate Shake,3.57,Shakes & Frappes,Overnight Menu
Australia,Small Strawberry Shake,3.57,Shakes & Frappes,Overnight Menu
Australia,Small Vanilla Shake,3.57,Shakes & Frappes,Overnight Menu
Australia,Medium Chocolate Frappé,4.08,Shakes & Frappes,Overnight Menu
Australia,Medium Coffee Frappé,4.08,Shakes & Frappes,Overnight Menu
Australia,Medium Salted Caramel Frappé,4.08,Shakes & Frappes,Overnight Menu
Australia,Small Orange Juice,3.22,Juice & Bottled Drinks,Overnight Menu
Australia,Small Orange Fruit Drink,3.22,Juice & Bottled Drinks,Overnight Menu
Australia,Bottled Water 250mL,2.75,Juice & Bottled Drinks,Overnight Menu
Australia,Apple Juice 250mL,3,Juice & Bottled Drinks,Overnight Menu
Australia,CalciYum™ Chocolate Flavoured Milk,3.25,Juice & Bottled Drinks,Overnight Menu
Australia,Bottled Water 600mL,3.25,Juice & Bottled Drinks,Overnight Menu
Australia,Truffle Flavoured Mayo,0.47,Condiments,Overnight Menu
Australia,Spicy Buffalo Sauce,0.47,Condiments,Overnight Menu
Australia,Outback BBQ Sauce,0.47,Condiments,Overnight Menu
Australia,Wasabi Flavoured Mayo,0.47,Condiments,Overnight Menu
Australia,Tomato Chilli Jam,0.47,Condiments,Overnight Menu
Australia,Sweet 'n Sour Sauce,0.47,Condiments,Overnight Menu
Australia,Big Mac Special Sauce,0.47,Condiments,Overnight Menu
Australia,Aioli Sauce Tub,0.47,Condiments,Overnight Menu
Australia,Barbecue Sauce,0.47,Condiments,Overnight Menu
Australia,Mustard Sauce,0.47,Condiments,Overnight Menu
Australia,Ketchup,0.19,Condiments,Overnight Menu
Australia,McChicken Sauce,0.47,Condiments,Overnight Menu
Australia,Bottled Water 600mL,3.25,RMHC Support,Overnight Menu
Australia,Chicken McNuggets - 10pc,6.57,Most Popular,Regular Menu
Australia,Large Fries,2.94,Most Popular,Regular Menu
Australia,Mozzarella Sticks,2.69,Most Popular,Regular Menu
Australia,Filet-O-Fish,4.52,Most Popular,Regular Menu
Australia,Hash Brown,2.15,Most Popular,Regular Menu
Australia,Monopoly McCrispy Bundle,14.79,Monopoly Bundles,Regular Menu
Australia,Monopoly Iconic Bundle,13.4,Monopoly Bundles,Regular Menu
Australia,Monopoly Classic Angus Bundle,14.69,Monopoly Bundles,Regular Menu
Australia,Monopoly McSpicy Bundle,14.91,Monopoly Bundles,Regular Menu
Australia,Monopoly 20pc McNugget Bundle,18.26,Monopoly Bundles,Regular Menu
Australia,Monopoly 10pc Chicken McNuggets Bundle,14.41,Monopoly Bundles,Regular Menu
Australia,Monopoly Chicken Salad Bundle,15.77,Monopoly Bundles,Regular Menu
Australia,McSpicy Burger,7.08,Monopoly Bundles,Regular Menu
Australia,Classic Angus,6.86,Monopoly Bundles,Regular Menu
Australia,BBQ Bacon Angus,7.3,Monopoly Bundles,Regular Menu
Australia,Chicken McNuggets - 40pc,18.61,Monopoly Bundles,Regular Menu
Australia,Chicken McNuggets - 20pc,9.89,Monopoly Bundles,Regular Menu
Australia,Chicken McNuggets - 10pc,6.57,Monopoly Bundles,Regular Menu
Australia,Large Fries,2.94,Monopoly Bundles,Regular Menu
Australia,Classic Crispy Chicken Salad,7.68,Monopoly Bundles,Regular Menu
Australia,Caesar Crispy Chicken Salad,7.68,Monopoly Bundles,Regular Menu
Australia,Classic Grilled Chicken Salad,7.68,Monopoly Bundles,Regular Menu
Australia,Caesar Grilled Chicken Salad,7.68,Monopoly Bundles,Regular Menu
Australia,Mozzarella Sticks,2.69,Family & Sharing,Regular Menu
Australia,McValue Box,19.56,Family & Sharing,Regular Menu
Australia,McFavourites Box,30.3,Family & Sharing,Regular Menu
Australia,McFamily Box,36.62,Family & Sharing,Regular Menu
Australia,Chicken McNuggets - 20pc,9.89,Family & Sharing,Regular Menu
Australia,Chicken McNuggets - 10pc,6.57,Family & Sharing,Regular Menu
Australia,Chicken McNuggets - 40pc,18.61,Family & Sharing,Regular Menu
Australia,Cheesy Angus,7.9,Beef,Regular Menu
Australia,Cheesy Beef,6.73,Beef,Regular Menu
Australia,Spicy Sticky BBQ Angus,7.61,Beef,Regular Menu
Australia,Classic Angus,6.86,Beef,Regular Menu
Australia,BBQ Bacon Angus,7.3,Beef,Regular Menu
Australia,Big Mac,5.18,Beef,Regular Menu
Australia,Double Big Mac,6.41,Beef,Regular Menu
Australia,Double Quarter Pounder,6.76,Beef,Regular Menu
Australia,Quarter Pounder,5.15,Beef,Regular Menu
Australia,Triple Cheeseburger,5.88,Beef,Regular Menu
Australia,Double Cheeseburger,4.04,Beef,Regular Menu
Australia,Cheeseburger,3.1,Beef,Regular Menu
Australia,Hamburger,2.72,Beef,Regular Menu
Australia,McCrispy,5.78,Chicken & Fish,Regular Menu
Australia,McCrispy Deluxe,6.48,Chicken & Fish,Regular Menu
Australia,McSpicy Burger,7.08,Chicken & Fish,Regular Menu
Australia,Cheesy Chicken,7.08,Chicken & Fish,Regular Menu
Australia,Grilled Chicken Deluxe Burger,6.32,Chicken & Fish,Regular Menu
Australia,McChicken,5.18,Chicken & Fish,Regular Menu
Australia,Double McChicken,6.92,Chicken & Fish,Regular Menu
Australia,Double Filet-O-Fish,5.94,Chicken & Fish,Regular Menu
Australia,Filet-O-Fish,4.52,Chicken & Fish,Regular Menu
Australia,Chicken 'n' Cheese,3.85,Chicken & Fish,Regular Menu
Australia,Chicken McNuggets - 20pc,9.89,Chicken & Fish,Regular Menu
Australia,Chicken McNuggets - 10pc,6.57,Chicken & Fish,Regular Menu
Australia,Chicken McNuggets - 6pc,5.31,Chicken & Fish,Regular Menu
Australia,Chicken McNuggets - 3pc,3.41,Chicken & Fish,Regular Menu
Australia,Chicken McNuggets - 40pc,18.61,Chicken & Fish,Regular Menu
Australia,Aioli Grilled Chicken McWrap,6.82,Chicken & Fish,Regular Menu
Australia,Caesar Grilled Chicken McWrap,6.82,Chicken & Fish,Regular Menu
Australia,Caesar Crispy Chicken McWrap,6.82,Chicken & Fish,Regular Menu
Australia,Aioli Crispy Chicken McWrap,6.82,Chicken & Fish,Regular Menu
Australia,Grilled Chicken Snack Wrap,3.6,Chicken & Fish,Regular Menu
Australia,Classic Crispy Chicken Salad,7.68,Chicken & Fish,Regular Menu
Australia,Caesar Crispy Chicken Salad,7.68,Chicken & Fish,Regular Menu
Australia,Garden Salad,3.7,Chicken & Fish,Regular Menu
Australia,Classic Grilled Chicken Salad,7.68,Chicken & Fish,Regular Menu
Australia,Caesar Grilled Chicken Salad,7.68,Chicken & Fish,Regular Menu
Australia,McChicken Burger,5.18,Chicken & Fish,Regular Menu
Australia,Chicken McNuggets 3pc Happy Meal,5.06,Happy Meals,Regular Menu
Australia,Chicken McNuggets 6pc Happy Meal,6.86,Happy Meals,Regular Menu
Australia,Cheeseburger Happy Meal,5.06,Happy Meals,Regular Menu
Australia,Grilled Chicken Snack Wrap Happy Meal,5.06,Happy Meals,Regular Menu
Australia,Grape Tomatoes,2.12,Happy Meals,Regular Menu
Australia,Apple Slices,2.34,Happy Meals,Regular Menu
Australia,Aioli Grilled Chicken McWrap,6.82,Wraps & Salads,Regular Menu
Australia,Caesar Grilled Chicken McWrap,6.82,Wraps & Salads,Regular Menu
Australia,Caesar Crispy Chicken McWrap,6.82,Wraps & Salads,Regular Menu
Australia,Aioli Crispy Chicken McWrap,6.82,Wraps & Salads,Regular Menu
Australia,Grilled Chicken Snack Wrap,3.6,Wraps & Salads,Regular Menu
Australia,Classic Crispy Chicken Salad,7.68,Wraps & Salads,Regular Menu
Australia,Caesar Crispy Chicken Salad,7.68,Wraps & Salads,Regular Menu
Australia,Garden Salad,3.7,Wraps & Salads,Regular Menu
Australia,Classic Grilled Chicken Salad,7.68,Wraps & Salads,Regular Menu
Australia,Caesar Grilled Chicken Salad,7.68,Wraps & Salads,Regular Menu
Australia,Chicken McNuggets - 20pc,9.89,Chicken McNuggets,Regular Menu
Australia,Chicken McNuggets - 10pc,6.57,Chicken McNuggets,Regular Menu
Australia,Chicken McNuggets - 6pc,5.31,Chicken McNuggets,Regular Menu
Australia,Chicken McNuggets - 3pc,3.41,Chicken McNuggets,Regular Menu
Australia,Chicken McNuggets - 40pc,18.61,Chicken McNuggets,Regular Menu
Australia,Mozzarella Sticks,2.69,Snacks & Fries,Regular Menu
Australia,Hash Brown,2.15,Snacks & Fries,Regular Menu
Australia,Chicken 'n' Cheese,3.85,Snacks & Fries,Regular Menu
Australia,Cheeseburger,3.1,Snacks & Fries,Regular Menu
Australia,Raspberry & Custard Pie,2.4,Snacks & Fries,Regular Menu
Australia,Hot Apple Pie,2.4,Snacks & Fries,Regular Menu
Australia,Hamburger,2.72,Snacks & Fries,Regular Menu
Australia,Apple Slices,2.34,Snacks & Fries,Regular Menu
Australia,Chicken McNuggets - 6pc,5.31,Snacks & Fries,Regular Menu
Australia,Chicken McNuggets - 3pc,3.41,Snacks & Fries,Regular Menu
Australia,Grape Tomatoes,2.12,Snacks & Fries,Regular Menu
Australia,Yoplait Miam Strawberry Yoghurt,2.4,Snacks & Fries,Regular Menu
Australia,McDonaldland Cookies,1.2,Snacks & Fries,Regular Menu
Australia,Quarter Pounder Burger,5.15,Snacks & Fries,Regular Menu
Australia,Grilled Chicken Snack Wrap,3.6,Snacks & Fries,Regular Menu
Australia,Large Fries,2.94,Snacks & Fries,Regular Menu
Australia,Hash Brown,2.15,Extended Breakfast,Regular Menu
Australia,Apple Crumble Muffin,3.16,Extended Breakfast,Regular Menu
Australia,Small Birthday Cake Flavoured Latte,3.57,McCafe Drinks,Regular Menu
Australia,Small Birthday Cake Flavoured Iced Latte,4.99,McCafe Drinks,Regular Menu
Australia,Small Iced Latté McCafé,3.48,McCafe Drinks,Regular Menu
Australia,Small Cappuccino McCafe,3.25,McCafe Drinks,Regular Menu
Australia,Small Latté McCafe,3.25,McCafe Drinks,Regular Menu
Australia,Small Flat White McCafe,3.25,McCafe Drinks,Regular Menu
Australia,Small Mocha McCafe,3.35,McCafe Drinks,Regular Menu
Australia,Small Long Black McCafe,3.25,McCafe Drinks,Regular Menu
Australia,Small Chai Latte McCafé,3.22,McCafe Drinks,Regular Menu
Australia,Small Hot Chocolate McCafé,3.1,McCafe Drinks,Regular Menu
Australia,Espresso McCafé,2.59,McCafe Drinks,Regular Menu
Australia,Macchiato McCafé,2.59,McCafe Drinks,Regular Menu
Australia,Piccolo Latte,2.59,McCafe Drinks,Regular Menu
Australia,Small McCafé Deluxe Iced Coffee,4.8,McCafe Drinks,Regular Menu
Australia,Small Iced Chocolate McCafé,3.63,McCafe Drinks,Regular Menu
Australia,Small Iced Mocha McCafé,3.48,McCafe Drinks,Regular Menu
Australia,Small Iced Chai Latte McCafé,3.25,McCafe Drinks,Regular Menu
Australia,Small Iced Long Black - McCafé,3.32,McCafe Drinks,Regular Menu
Australia,Zoetic Earl Grey Tea,2.69,McCafe Drinks,Regular Menu
Australia,Zoetic Green Tea,2.69,McCafe Drinks,Regular Menu
Australia,Zoetic English Breakfast Tea,2.69,McCafe Drinks,Regular Menu
Australia,Zoetic Peppermint Tea,2.69,McCafe Drinks,Regular Menu
Australia,Small Flavoured Iced Latte McCafé,4.04,McCafe Drinks,Regular Menu
Australia,MILO® McFlurry,4.3,Desserts,Regular Menu
Australia,Raspberry & Custard Pie McFlurry,4.3,Desserts,Regular Menu
Australia,OREO® McFlurry,4.3,Desserts,Regular Menu
Australia,M&M'S® MINIS McFlurry,4.3,Desserts,Regular Menu
Australia,Raspberry & Custard Pie,2.4,Desserts,Regular Menu
Australia,Hot Apple Pie,2.4,Desserts,Regular Menu
Australia,Strawberry Sundae,3.29,Desserts,Regular Menu
Australia,Hot Fudge Sundae,3.29,Desserts,Regular Menu
Australia,Caramel Sundae,3.29,Desserts,Regular Menu
Australia,McDonaldland Cookies,1.2,Desserts,Regular Menu
Australia,Apple Crumble Muffin,3.16,Desserts,Regular Menu
Australia,Double Choc Muffin,3.16,Desserts,Regular Menu
Australia,Small Coke®,2.72,Soft Drinks,Regular Menu
Australia,Small Coke® Zero Sugar,2.72,Soft Drinks,Regular Menu
Australia,Small Vanilla Coke®,2.72,Soft Drinks,Regular Menu
Australia,Small Sprite® Zero Sugar,2.72,Soft Drinks,Regular Menu
Australia,Small Fanta®,2.72,Soft Drinks,Regular Menu
Australia,Small Sparkling Water,2.72,Soft Drinks,Regular Menu
Australia,Small Chocolate Shake,3.57,Shakes & Frappes,Regular Menu
Australia,Small Strawberry Shake,3.57,Shakes & Frappes,Regular Menu
